activity_id,name,cluster_id,category,subcategory,data_status,romantic_score,authentic_score,duration_min,area,payload_json
PFO-A111,Cycling Route 5 – Polis to Fontana Amorosa,C05,Sport & Active,Mountain Biking,Verified,10,10,240,Polis–Neo Chorio–Akamas,"{""Activity_ID"": ""PFO-A111"", ""Activity_Name"": ""Cycling Route 5 – Polis to Fontana Amorosa"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Mountain Biking"", ""District"": ""Paphos"", ""Area"": ""Polis–Neo Chorio–Akamas"", ""Full_Address_or_Access_Point"": ""Polis–Neo Chorio–Fontana Amorosa–Polis"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 240, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Active / Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Remote/heat/terrain"", ""Accessibility_or_Access_Notes"": ""36.5 km; +590 m; medium"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A111"", ""Notes"": ""Fontana Amorosa + Baths of Aphrodite."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A112,Cycling Route 8 – Polis to Stavros tis Psokas,C05,Sport & Active,Road Cycling,Verified,8,10,480,Polis–Pomos–Paphos Forest,"{""Activity_ID"": ""PFO-A112"", ""Activity_Name"": ""Cycling Route 8 – Polis to Stavros tis Psokas"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Road Cycling"", ""District"": ""Paphos"", ""Area"": ""Polis–Pomos–Paphos Forest"", ""Full_Address_or_Access_Point"": ""Polis–Pomos–Stavros tis Psokas–Polis"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Opening_Days"": ""Year-round; road/weather dependent"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 480, ""Price_Range"": ""Free / rental extra"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Conditional"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Very demanding / remote"", ""Accessibility_or_Access_Notes"": ""91.9 km; +1840 m"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/cycling/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A112"", ""Notes"": ""Experienced cyclists only."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A113,Minthis Golf Club & Academy,C08,Sport & Active,Golf / Golf Academy,Verified,10,7,120,Tsada,"{""Activity_ID"": ""PFO-A113"", ""Activity_Name"": ""Minthis Golf Club & Academy"", ""Category"": ""Sport & Active"", ""Subcategory"": ""Golf / Golf Academy"", ""District"": ""Paphos"", ""Area"": ""Tsada"", ""Full_Address_or_Access_Point"": ""Minthis Resort, Tsada 8540, Paphos"", ""Website"": ""https://www.minthisresort.com/resort/golf-club/"", ""Phone"": ""+357 26 842200"", ""Opening_Days"": ""Daily"", ""Opening_Hours"": ""Golf Club 07:00–18:30; lessons by booking"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 7, ""Couple_Style"": ""Active / Luxury"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Weather dependent"", ""Accessibility_or_Access_Notes"": ""18-hole course plus academy"", ""Source_Primary"": ""https://www.minthisresort.com/resort/golf-club/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/be-sporty/golf/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A113"", ""Notes"": ""Private lessons and academy course available."", ""Parsed_Open_Time"": 0.2916666666666667, ""Parsed_Close_Time"": 0.7708333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 07:00 to 18:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A114,Almyraspa – Couples Wellness / Taste of the Sea,C01,Wellness,Couples Spa / Massage,Verified,10,5,90,Kato Paphos,"{""Activity_ID"": ""PFO-A114"", ""Activity_Name"": ""Almyraspa – Couples Wellness / Taste of the Sea"", ""Category"": ""Wellness"", ""Subcategory"": ""Couples Spa / Massage"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Almyra, 12 Poseidonos Avenue, 8042 Paphos"", ""Website"": ""https://www.almyra.com/wellness/overview"", ""Phone"": ""+357 26 888720"", ""Opening_Days"": ""Daily"", ""Opening_Hours"": ""08:00–20:00; treatments from 10:00"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Indoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Wellness / Luxury"", ""Best_Time_of_Day"": ""Afternoon"", ""Weather_Sensitivity"": ""Weather independent"", ""Accessibility_or_Access_Notes"": ""Adults 16+; pre-booking recommended"", ""Source_Primary"": ""https://www.almyra.com/wellness/overview"", ""Source_Secondary"": ""https://www.almyra.com/faq"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A114"", ""Notes"": ""Official page lists pampering for two."", ""Parsed_Open_Time"": 0.3333333333333333, ""Parsed_Close_Time"": 0.8333333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:00 to 20:00. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A115,Elysium O'Spa Experience,C01,Wellness,Spa / Wellness,Verified,10,5,120,Kato Paphos,"{""Activity_ID"": ""PFO-A115"", ""Activity_Name"": ""Elysium O'Spa Experience"", ""Category"": ""Wellness"", ""Subcategory"": ""Spa / Wellness"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Elysium Hotel, Queen Verenikis Street, 8045 Paphos"", ""Website"": ""https://www.elysium-hotel.com/spa/"", ""Phone"": ""+357 26 844513"", ""Opening_Days"": ""Daily"", ""Opening_Hours"": ""By treatment reservation"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Indoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Wellness / Luxury"", ""Best_Time_of_Day"": ""Afternoon"", ""Weather_Sensitivity"": ""Weather independent"", ""Accessibility_or_Access_Notes"": ""Spa/heat areas generally 16+"", ""Source_Primary"": ""https://www.elysium-hotel.com/spa/"", ""Source_Secondary"": ""https://www.elysium-hotel.com/spa/spa-enquiry/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A115"", ""Notes"": ""Core Kato Paphos spa option."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,Wellness,Sulphur Springs / Heritage,Verified,9,10,45,Miliou,"{""Activity_ID"": ""PFO-A116"", ""Activity_Name"": ""Miliou Sulphur Springs / Agioi Anargyroi"", ""Category"": ""Wellness"", ""Subcategory"": ""Sulphur Springs / Heritage"", ""District"": ""Paphos"", ""Area"": ""Miliou"", ""Full_Address_or_Access_Point"": ""Agioi Anargyroi area, Miliou village, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/points-of-interest/agioi-anargyroi-church-miliou-village/"", ""Opening_Days"": ""Natural springs; public access/use conditions vary by exact site"", ""Opening_Hours"": ""Daytime"", ""Typical_Duration_Min"": 45, ""Price_Range"": ""Free / varies"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor / Wellness"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Wellness / Authentic Cyprus"", ""Best_Time_of_Day"": ""Morning / afternoon"", ""Weather_Sensitivity"": ""Do not imply medical benefit; spa use should be booked through a current operator"", ""Accessibility_or_Access_Notes"": ""ETAP confirms sulphur springs in Miliou and their historic association with Agioi Anargyroi"", ""Source_Primary"": ""https://www.visitpafos.org.cy/points-of-interest/agioi-anargyroi-church-miliou-village/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/the-real-thing/rural-pafos/?lang=el"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Water_Features"", ""Source_Record_ID"": ""MASTER:PFO-A116"", ""Notes"": ""Useful spring/wellness heritage record. Any bathing/thermal-spa service should be treated as a separate operator experience and verified before recommendation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A117,Secret Forest Thermal & Wellness Experience,C04,Wellness,Thermal Pools / Spa,Verified,10,9,120,Miliou,"{""Activity_ID"": ""PFO-A117"", ""Activity_Name"": ""Secret Forest Thermal & Wellness Experience"", ""Category"": ""Wellness"", ""Subcategory"": ""Thermal Pools / Spa"", ""District"": ""Paphos"", ""Area"": ""Miliou"", ""Full_Address_or_Access_Point"": ""Secret Forest Wellness Retreat, Miliou"", ""Website"": ""https://secretfo.rest/en/"", ""Opening_Days"": ""All year"", ""Opening_Hours"": ""Open 365 days; sessions by reservation"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 9, ""Couple_Style"": ""Wellness / Nature"", ""Best_Time_of_Day"": ""Afternoon"", ""Weather_Sensitivity"": ""Low weather sensitivity"", ""Accessibility_or_Access_Notes"": ""Confirm day-use if not staying"", ""Source_Primary"": ""https://secretfo.rest/en/"", ""Source_Secondary"": ""https://secretfo.rest/en/miliou/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A117"", ""Notes"": ""Thermal sulphur pools; no medical claims."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A118,Minthis Spa Wellness Experience,C08,Wellness,Spa / Wellness Sanctuary,Verified,10,7,120,Tsada,"{""Activity_ID"": ""PFO-A118"", ""Activity_Name"": ""Minthis Spa Wellness Experience"", ""Category"": ""Wellness"", ""Subcategory"": ""Spa / Wellness Sanctuary"", ""District"": ""Paphos"", ""Area"": ""Tsada"", ""Full_Address_or_Access_Point"": ""Minthis Resort, Tsada 8540, Paphos"", ""Website"": ""https://www.minthisresort.com/"", ""Phone"": ""+357 26 842299"", ""Opening_Days"": ""Daily"", ""Opening_Hours"": ""07:00–21:00"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Indoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 7, ""Couple_Style"": ""Wellness / Luxury"", ""Best_Time_of_Day"": ""Afternoon"", ""Weather_Sensitivity"": ""Weather independent"", ""Accessibility_or_Access_Notes"": ""Book treatment"", ""Source_Primary"": ""https://www.minthisresort.com/contact/"", ""Source_Secondary"": ""https://www.minthisresort.com/destination/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A118"", ""Notes"": ""Hilltop wellness sanctuary."", ""Parsed_Open_Time"": 0.2916666666666667, ""Parsed_Close_Time"": 0.875, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 07:00 to 21:00. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A119,Vouni Panayia Winery – Cellar & Tasting Experience,C09,Food & Wine,Winery / Tasting,Needs Recheck,9,10,75,Pano Panagia,"{""Activity_ID"": ""PFO-A119"", ""Activity_Name"": ""Vouni Panayia Winery – Cellar & Tasting Experience"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Tasting"", ""District"": ""Paphos"", ""Area"": ""Pano Panagia"", ""Full_Address_or_Access_Point"": ""Vouni Panayia Winery, Panagia"", ""Website"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Opening_Days"": ""Visitor operations to confirm directly"", ""Opening_Hours"": ""Tasting/visit hours vary by winery"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Food & Wine / Authentic Cyprus"", ""Best_Time_of_Day"": ""Late morning / afternoon"", ""Weather_Sensitivity"": ""Operator hours and tasting schedule"", ""Accessibility_or_Access_Notes"": ""Mountain/village roads; advance confirmation recommended"", ""Source_Primary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A119"", ""Notes"": ""Official Visit Pafos confirms the winery/wine heritage stop; current direct operator schedule still needs confirmation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A120,Avakas Winery – Statos–Agios Fotios,C10,Food & Wine,Winery / Tasting,Needs Recheck,9,10,75,Statos–Agios Fotios,"{""Activity_ID"": ""PFO-A120"", ""Activity_Name"": ""Avakas Winery – Statos–Agios Fotios"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Tasting"", ""District"": ""Paphos"", ""Area"": ""Statos–Agios Fotios"", ""Full_Address_or_Access_Point"": ""Statos–Agios Fotios village"", ""Website"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Opening_Days"": ""Visitor operations to confirm directly"", ""Opening_Hours"": ""Tasting/visit hours vary by winery"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Food & Wine / Authentic Cyprus"", ""Best_Time_of_Day"": ""Late morning / afternoon"", ""Weather_Sensitivity"": ""Operator hours and tasting schedule"", ""Accessibility_or_Access_Notes"": ""Mountain/village roads; advance confirmation recommended"", ""Source_Primary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A120"", ""Notes"": ""Official Visit Pafos confirms the winery/wine heritage stop; current direct operator schedule still needs confirmation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A121,Amforeas Winery – Statos–Agios Fotios,C10,Food & Wine,Winery / Tasting,Needs Recheck,9,10,75,Statos–Agios Fotios,"{""Activity_ID"": ""PFO-A121"", ""Activity_Name"": ""Amforeas Winery – Statos–Agios Fotios"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Tasting"", ""District"": ""Paphos"", ""Area"": ""Statos–Agios Fotios"", ""Full_Address_or_Access_Point"": ""Statos–Agios Fotios village"", ""Website"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Opening_Days"": ""Visitor operations to confirm directly"", ""Opening_Hours"": ""Tasting/visit hours vary by winery"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Food & Wine / Authentic Cyprus"", ""Best_Time_of_Day"": ""Late morning / afternoon"", ""Weather_Sensitivity"": ""Operator hours and tasting schedule"", ""Accessibility_or_Access_Notes"": ""Mountain/village roads; advance confirmation recommended"", ""Source_Primary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A121"", ""Notes"": ""Official Visit Pafos confirms the winery/wine heritage stop; current direct operator schedule still needs confirmation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A122,Lagria Winery – Salamiou,C11,Food & Wine,Winery / Tasting,Needs Recheck,9,10,75,Salamiou,"{""Activity_ID"": ""PFO-A122"", ""Activity_Name"": ""Lagria Winery – Salamiou"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Tasting"", ""District"": ""Paphos"", ""Area"": ""Salamiou"", ""Full_Address_or_Access_Point"": ""Salamiou village"", ""Website"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Opening_Days"": ""Visitor operations to confirm directly"", ""Opening_Hours"": ""Tasting/visit hours vary by winery"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Food & Wine / Authentic Cyprus"", ""Best_Time_of_Day"": ""Late morning / afternoon"", ""Weather_Sensitivity"": ""Operator hours and tasting schedule"", ""Accessibility_or_Access_Notes"": ""Mountain/village roads; advance confirmation recommended"", ""Source_Primary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A122"", ""Notes"": ""Official Visit Pafos confirms the winery/wine heritage stop; current direct operator schedule still needs confirmation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
