Hotel_ID,Hotel_Name,Hotel_Cluster,Activity_ID,Activity_Name,Activity_Cluster,Planning_Travel_Band,Recommended_for_Day1,Weather_Fit,Romantic_Score,Data_Status
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A091,Vrysoudia A Beach,C01,15–30 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A092,Faros Beach,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A093,Blue Lagoon Afternoon Cruise – Blue Diamond Latchi,C05,30–45 min,Conditional,Heat,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A094,Blue Lagoon Morning Cruise – Blue Diamond Latchi,C05,30–45 min,Conditional,Heat,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A095,Blue Lagoon Sunset Cruise – Blue Diamond Latchi,C05,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A096,Private Akamas / Blue Lagoon Charter – Latchi Blue Lagoon Charters,C05,30–45 min,Conditional,Heat,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A097,Laourou Beach,C03,0–15 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A098,Coral Bay Beach,C03,0–15 min,Yes,Heat,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A099,Polis Chrysochous Municipal Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A106,Eagle Mountain Ranch Horse Trek,C08,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,0–15 min,No,Normal weather,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,0–15 min,No,Normal weather,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A110,Cycling Route 7 – Polis–Argaka–Pomos–Gialia,C05,30–45 min,Conditional,Normal weather,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A111,Cycling Route 5 – Polis to Fontana Amorosa,C05,30–45 min,Conditional,Normal weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A112,Cycling Route 8 – Polis to Stavros tis Psokas,C05,30–45 min,Conditional,Normal weather,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A113,Minthis Golf Club & Academy,C08,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A114,Almyraspa – Couples Wellness / Taste of the Sea,C01,15–30 min,Yes,Rain + Heat,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A115,Elysium O'Spa Experience,C01,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A118,Minthis Spa Wellness Experience,C08,30–45 min,Conditional,Rain + Heat,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A125,Adonis Nature Trail,C05,30–45 min,Conditional,Normal weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A126,Smigies Nature Trail – Long Route,C05,30–45 min,Conditional,Normal weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A127,Alykes Beach,C01,15–30 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A128,Chalavro Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A129,Dasoudi Beach – Polis,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A131,Kafizis Beach,C03,0–15 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A132,Ksistarokampos / Yiannakis Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A133,Pachyammos Beach – Paphos,C01,15–30 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A135,Souli Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A136,Vrysoudia Beach B,C01,15–30 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A137,Asprokremmos Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A138,Latchi Beach,C05,30–45 min,Conditional,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,0–15 min,Yes,Heat,8,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,0–15 min,Yes,Conditional weather,9,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A143,Pafos Harbour Sunset Cruise – Product Family,C01,15–30 min,Conditional,Conditional weather,10,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A144,Pafos Coastal Sailing / Day Cruise – Product Family,C01,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A145,Pafos Deep-Sea Fishing Trip – Product Family,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A146,Pafos Tuna Fishing Trip – Product Family,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A147,Vera K Wreck Dive,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A148,White Star Wreck Dive,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A149,Queens Bay Dive Site,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A150,The Stadium Dive Site,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A151,George's Ranch – Sea Caves Sunset Horse Ride,C03,0–15 min,Yes,Conditional weather,10,Verified
PFO-H007,Thalassa Boutique Hotel & Spa,C03,PFO-A154,Villa Spartacus Horse Riding – Simou Countryside Trail,C05,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A001,Fyti Weaving Workshop with Local Weaver,C07,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A002,Aphrodite Delights – Loukoumi Geroskipou Visit,C02,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A003,Ineia Village Centre & Basket-Weaving Heritage,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A004,Lemba Pottery Private Lesson,C04,15–30 min,Yes,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A005,Lysos Maxiles Traditional Fig Heritage,C07,15–30 min,No,Rain + Heat,8,Draft
PFO-H008,Minthis Resort,C08,PFO-A006,"The Place – Arts, Cypriot Crafts & Traditions Creative Experience",C01,15–30 min,No,Rain + Heat,9,Draft
PFO-H008,Minthis Resort,C08,PFO-A007,Panagia Embroidery / Knitting / Weaving Workshop – Iliada Christodoulou,C09,15–30 min,Conditional,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A008,Panagia Embroidery / Knitting / Weaving Workshop – Maria Nikolaou,C09,15–30 min,Conditional,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A009,Panagia Traditional Cooking Class – Souzana Michael,C09,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A010,Avgoustinos Pottery Workshop Visit / Clay Experience,C02,30–45 min,Conditional,Rain + Heat,10,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A012,Agia Paraskevi Byzantine Church,C02,30–45 min,Conditional,Rain + Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A013,Archaeological Park of Kato Pafos,C01,15–30 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A014,Early Christian Basilica – St Paul's Pillar – Chrysopolitissa / Agia Kyriaki,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A015,Pafos Medieval Castle,C01,15–30 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A016,Saranta Kolones (Forty Columns) Castle,C01,15–30 min,Yes,Normal weather,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A017,Tombs of the Kings,C01,15–30 min,Yes,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A018,Chrysorrogiatissa Monastery,C09,15–30 min,Yes,Rain,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A020,Panagia Village Cultural Walk,C09,15–30 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A021,Skarfos Medieval Bridge,C07,15–30 min,Yes,Conditional weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A022,Panagia tou Sinti Monastery,C09,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A025,Maa–Palaiokastro Museum,C03,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A026,Episkopi Environmental Information Centre,C08,0–15 min,No,Rain + Heat,7,Draft
PFO-H008,Minthis Resort,C08,PFO-A027,Fyti Weaving Museum,C07,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A028,Byzantine Museum Geroskipou,C02,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A029,Local Ethnographic Museum of Geroskipou,C02,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A030,Inia Basket Weaving Museum,C04,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A032,Palaipafos Museum / Sanctuary of Aphrodite,C02,30–45 min,Conditional,Rain,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A033,Kritou Terra Environmental Study Centre,C04,15–30 min,No,Rain + Heat,7,Draft
PFO-H008,Minthis Resort,C08,PFO-A034,Archaeological Museum of the Pafos District,C01,15–30 min,Yes,Rain + Heat,6,Verified
PFO-H008,Minthis Resort,C08,PFO-A035,Pafos Ethnographical Museum,C01,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A036,Byzantine Museum of Arsinoe,C07,15–30 min,Yes,Rain + Heat,6,Verified
PFO-H008,Minthis Resort,C08,PFO-A038,Salamiou Environmental Education Centre,C11,30–45 min,No,Rain + Heat,7,Draft
PFO-H008,Minthis Resort,C08,PFO-A039,Steni Museum of Village Life,C07,15–30 min,No,Rain + Heat,7,Draft
PFO-H008,Minthis Resort,C08,PFO-A040,Agios Neophytos Monastery Museum & Enkleistra,C08,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A041,Old Town Pafos Crafts & Municipal Market Walk,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,15–30 min,Yes,Rain,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A043,Vasilikon Winery,C04,15–30 min,Yes,Rain,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A044,Tsangarides Winery,C08,0–15 min,Yes,Rain,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A045,Makarounas Vineyards,C08,0–15 min,Yes,Rain,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A046,Fikardos Winery,C08,0–15 min,Yes,Rain,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A047,Kolios Winery,C10,30–45 min,Conditional,Rain,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A048,SODAP Kamanterena Winery,C09,15–30 min,No,Rain,8,Draft
PFO-H008,Minthis Resort,C08,PFO-A052,Ezousa Circular Nature Trail,C08,0–15 min,No,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A053,Hasamboulia Rock Formations,C11,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A054,Vouni Panagias Nature Trail,C09,15–30 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A055,Avakas Gorge Nature Trail,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A056,Mouti of Salamiou Nature Trail,C11,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A057,Agios Georgios Pegeia Sunset,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A063,Chloraka Coastal Sunset,C01,15–30 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A064,Coral Bay Sunset View,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A065,Episkopi Rock Viewpoint,C08,0–15 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A067,Pafos Harbour & Molos Sunset Walk,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A068,Kissonerga Sunset Coast,C03,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A069,Adonis Baths Waterfalls Theme Park,C08,0–15 min,No,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A070,Petra tou Romiou – Aphrodite's Rock,C02,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A072,Kremmiotis Waterfall,C04,15–30 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A073,Old Theletra Seasonal Waterfall,C04,15–30 min,Yes,Conditional weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A077,EDRO III Shipwreck Viewpoint,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A078,Boat Ramp Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A079,St George Caves Dive Site,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A080,White River Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A081,Amphitheatre Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A082,Pistol Bay Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A083,Municipal Baths Snorkelling Park,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A084,Pafos Coastal Parasailing,C01,15–30 min,Yes,Normal weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A087,Amphorae Caves Dive Site,C01,15–30 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A088,Laboe Wreck Dive,C01,15–30 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A089,Sea Caves Dive Site,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A090,Municipal Baths Beach,C01,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A091,Vrysoudia A Beach,C01,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A092,Faros Beach,C01,15–30 min,Yes,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A097,Laourou Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A098,Coral Bay Beach,C03,30–45 min,Conditional,Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A101,Cycling Route 2 – Diarizos Valley,C02,30–45 min,Conditional,Normal weather,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A102,Elea Golf Club,C02,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A103,Aphrodite Hills Golf Course & PGA National Academy,C02,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A104,Cycling Route 4 – Aphrodite's Birthplace,C02,30–45 min,Conditional,Normal weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A105,Secret Valley Golf Club,C02,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A106,Eagle Mountain Ranch Horse Trek,C08,0–15 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A107,Cycling Route 3 – Panagia & Vineyards,C09,15–30 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A113,Minthis Golf Club & Academy,C08,0–15 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A114,Almyraspa – Couples Wellness / Taste of the Sea,C01,15–30 min,Yes,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A115,Elysium O'Spa Experience,C01,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A118,Minthis Spa Wellness Experience,C08,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A119,Vouni Panayia Winery – Cellar & Tasting Experience,C09,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A120,Avakas Winery – Statos–Agios Fotios,C10,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A121,Amforeas Winery – Statos–Agios Fotios,C10,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A122,Lagria Winery – Salamiou,C11,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A123,Nelion Winery – Pretori,C11,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A124,Chrysorrogiatissa Monastery – Historic Wine-Making Tradition,C09,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A127,Alykes Beach,C01,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A130,Geroskipou Municipal Beach,C02,30–45 min,Conditional,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A131,Kafizis Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A133,Pachyammos Beach – Paphos,C01,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A136,Vrysoudia Beach B,C01,15–30 min,Yes,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H008,Minthis Resort,C08,PFO-A140,Timi–Mandria Coast,C02,30–45 min,Conditional,Heat,7,Verified
PFO-H008,Minthis Resort,C08,PFO-A141,Royal Manor of Kouklia,C02,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H008,Minthis Resort,C08,PFO-A143,Pafos Harbour Sunset Cruise – Product Family,C01,15–30 min,Conditional,Conditional weather,10,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A144,Pafos Coastal Sailing / Day Cruise – Product Family,C01,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A145,Pafos Deep-Sea Fishing Trip – Product Family,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A146,Pafos Tuna Fishing Trip – Product Family,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A147,Vera K Wreck Dive,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A148,White Star Wreck Dive,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A149,Queens Bay Dive Site,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A150,The Stadium Dive Site,C01,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H008,Minthis Resort,C08,PFO-A151,George's Ranch – Sea Caves Sunset Horse Ride,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A152,Aphrodite Hills Riding Club – Guided Countryside Trail,C02,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A153,Maria's Horse Trekking – Lysos Forest & Countryside Ride,C07,15–30 min,Yes,Conditional weather,10,Verified
PFO-H008,Minthis Resort,C08,PFO-A155,Yeroskipou Equestrian – Riding Session / Trail Option,C02,30–45 min,Conditional,Conditional weather,7,Needs Recheck
